"X","Y","R","G","B"
"17","65","117","15","112"
"18","65","137","247","187"
"19","65","79","178","217"
"20","65","219","40","189"
"21","65","155","210","224"
"22","65","36","102","226"
"23","65","253","30","209"
"24","65","39","61","28"
"25","65","135","157","146"
"26","65","96","162","162"
"27","65","160","58","69"
"28","65","64","116","149"
"29","65","235","196","6"
"30","65","233","114","202"
"31","65","153","122","221"
"32","65","48","240","83"
"33","65","145","37","147"
"34","65","241","67","177"
"35","65","23","61","182"
"36","65","200","216","114"
"37","65","87","114","12"
"38","65","37","108","6"
"39","65","35","139","26"
"40","65","98","169","89"
"41","65","59","108","39"
"42","65","90","95","37"
"43","65","164","125","56"
"44","65","180","174","83"
"45","65","255","26","180"
"46","65","153","12","89"
"47","65","48","196","28"
"48","65","79","15","114"
"49","65","233","169","23"
"50","65","48","196","61"
"51","65","142","246","133"
"52","65","216","20","174"
"53","65","133","160","69"
"54","65","142","169","78"
"55","65","73","100","9"
"56","65","202","17","171"
"57","65","211","26","180"
"58","65","186","34","177"
"59","65","202","50","193"
"60","65","244","92","235"
"61","65","18","89","243"
"62","65","67","127","14"
"63","65","153","169","67"
"64","65","125","119","6"
"65","65","108","124","0"
"66","65","29","133","20"
"67","65","70","196","72"
"68","65","152","22","143"
"69","65","117","155","254"
"70","65","92","221","31"
"71","65","143","151","195"
"72","65","3","124","146"
"73","65","22","66","77"
"74","65","250","16","5"
"75","65","25","47","248"
"76","65","168","223","146"
"77","65","85","151","19"
"78","65","196","240","53"
"79","65","233","54","225"
"80","65","51","183","145"
"81","65","60","214","132"
"82","65","112","10","129"
"83","65","106","4","123"
"84","65","49","203","132"
"85","65","101","255","118"
"86","65","161","59","178"
"87","65","93","247","132"
"88","65","101","255","118"
"89","65","95","249","112"
"90","65","115","13","132"
"91","65","101","255","118"
"92","65","95","249","112"
"93","65","115","13","132"
"94","65","101","255","118"
"95","65","95","249","112"
"96","65","115","13","132"
"97","65","101","255","118"
"98","65","95","249","112"
"99","65","115","13","132"
"0","66","101","255","118"
"1","66","95","249","112"
"2","66","115","13","132"
"3","66","101","255","118"
"4","66","95","249","112"
"5","66","115","13","132"
"6","66","101","255","118"
"7","66","95","249","112"
"8","66","115","13","132"
"9","66","101","255","118"
"10","66","95","249","112"
"11","66","115","13","132"
"12","66","101","255","118"
"13","66","95","249","112"
"14","66","115","13","132"
"15","66","101","255","118"
"16","66","252","161","112"
"17","66","214","112","231"
"18","66","68","189","118"
"19","66","183","37","255"
"20","66","126","214","41"
"21","66","238","48","252"
"22","66","242","63","143"
"23","66","196","229","152"
"24","66","25","47","14"
"25","66","96","118","107"
"26","66","94","149","105"
"27","66","146","22","0"
"28","66","66","96","85"
"29","66","87","4","59"
"30","66","142","224","78"
"31","66","180","94","237"
"32","66","178","114","224"
"33","66","98","12","133"
"34","66","136","6","127"
"35","66","32","114","246"
"36","66","29","89","232"
"37","66","213","39","171"
"38","66","200","48","191"
"39","66","175","45","177"
"40","66","136","240","127"
"41","66","222","26","180"
"42","66","197","202","122"
"43","66","45","39","215"
"44","66","65","81","235"
"45","66","7","34","188"
"46","66","37","152","229"
"47","66","35","183","15"
"48","66","255","180","23"
"49","66","194","119","218"
"50","66","101","227","92"
"51","66","161","243","119"
"52","66","155","215","102"
"53","66","32","59","213"
"54","66","172","199","97"
"55","66","133","160","58"
"56","66","142","213","111"
"57","66","95","166","64"
"58","66","45","149","36"
"59","66","65","169","56"
"60","66","73","177","64"
"61","66","144","215","113"
"62","66","252","56","210"
"63","66","59","86","240"
"64","66","86","102","234"
"65","66","40","56","188"
"66","66","26","130","17"
"67","66","119","245","143"
"68","66","216","31","185"
"69","66","26","31","119"
"70","66","174","36","58"
"71","66","72","47","58"
"72","66","245","99","88"
"73","66","173","217","228"
"74","66","14","25","47"
"75","66","201","223","212"
"76","66","129","184","107"
"77","66","160","237","61"
"78","66","70","136","84"
"79","66","219","51","112"
"80","66","126","13","198"
"81","66","123","21","140"
"82","66","150","48","167"
"83","66","137","35","154"
"84","66","68","222","118"
"85","66","95","249","112"
"86","66","137","35","154"
"87","66","79","233","118"
"88","66","95","249","112"
"89","66","115","13","132"
"90","66","101","255","118"
"91","66","95","249","112"
"92","66","115","13","132"
"93","66","101","255","118"
"94","66","95","249","112"
"95","66","115","13","132"
"96","66","101","255","118"
"97","66","95","249","112"
"98","66","115","13","132"
"99","66","101","255","118"
"0","67","95","249","112"
"1","67","115","13","132"
"2","67","101","255","118"
"3","67","95","249","112"
"4","67","115","13","132"
"5","67","101","255","118"
"6","67","95","249","112"
"7","67","115","13","132"
"8","67","101","255","118"
"9","67","95","249","112"
"10","67","115","13","132"
"11","67","101","255","118"
"12","67","95","249","112"
"13","67","115","13","132"
"14","67","101","255","118"
"15","67","95","249","112"
"16","67","159","68","209"
"17","67","35","200","118"
"18","67","95","249","112"
"19","67","126","247","143"
"20","67","90","189","184"
"21","67","128","205","87"
"22","67","232","64","89"
"23","67","193","226","127"
"24","67","41","63","30"
"25","67","127","127","127"
"26","67","113","135","80"
"27","67","96","217","173"
"28","67","229","215","193"
"29","67","37","166","210"
"30","67","125","163","28"
"31","67","87","213","111"
"32","67","186","122","254"
"33","67","92","28","138"
"34","67","101","249","114"
"35","67","131","1","122"
"36","67","180","39","160"
"37","67","244","114","235"
"38","67","219","111","232"
"39","67","169","61","182"
"40","67","10","136","12"
"41","67","40","111","9"
"42","67","1","28","193"
"43","67","32","37","213"
"44","67","197","213","111"
"45","67","92","152","39"
"46","67","24","139","238"
"47","67","54","202","34"
"48","67","15","163","251"
"49","67","225","117","227"
"50","67","87","202","67"
"51","67","67","149","25"
"52","67","219","246","144"
"53","67","62","89","243"
"54","67","89","116","14"
"55","67","32","59","213"
"56","67","29","89","243"
"57","67","56","127","25"
"58","67","120","224","111"
"59","67","161","9","152"
"60","67","177","25","168"
"61","67","186","34","177"
"62","67","194","9","163"
"63","67","221","248","146"
"64","67","241","1","133"
"65","67","15","31","185"
"66","67","86","157","77"
"67","67","216","31","207"
"68","67","191","251","138"
"69","67","9","226","47"
"70","67","158","243","9"
"71","67","124","88","66"
"72","67","217","60","49"
"73","67","69","80","102"
"74","67","223","212","11"
"75","67","5","5","27"
"76","67","116","149","50"
"77","67","25","113","116"
"78","67","15","103","208"
"79","67","148","2","220"
"80","67","189","76","228"
"81","67","95","249","112"
"82","67","60","214","132"
"83","67","90","244","118"
"84","67","117","15","134"
"85","67","104","2","132"
"86","67","79","233","118"
"87","67","117","15","134"
"88","67","115","13","132"
"89","67","101","255","118"
"90","67","95","249","112"
"91","67","115","13","132"
"92","67","101","255","118"
"93","67","95","249","112"
"94","67","115","13","132"
"95","67","101","255","118"
"96","67","95","249","112"
"97","67","115","13","132"
"98","67","101","255","118"
"99","67","95","249","112"
"0","68","115","13","132"
"1","68","101","255","118"
"2","68","95","249","112"
"3","68","115","13","132"
"4","68","101","255","118"
"5","68","95","249","112"
"6","68","115","13","132"
"7","68","101","255","118"
"8","68","95","249","112"
"9","68","115","13","132"
"10","68","101","255","118"
"11","68","95","249","112"
"12","68","115","13","132"
"13","68","101","255","118"
"14","68","95","249","112"
"15","68","115","2","154"
"16","68","79","244","151"
"17","68","106","15","156"
"18","68","126","24","132"
"19","68","200","65","173"
"20","68","95","238","156"
"21","68","60","181","220"
"22","68","169","12","205"
"23","68","220","8","99"
"24","68","229","6","163"
"25","68","102","113","58"
"26","68","151","162","107"
"27","68","105","171","149"
"28","68","248","190","190"
"29","68","72","157","212"
"30","68","134","84","238"
"31","68","241","56","232"
"32","68","191","105","248"
"33","68","178","114","246"
"34","68","164","78","221"
"35","68","136","28","149"
"36","68","112","4","125"
"37","68","109","1","122"
"38","68","92","17","116"
"39","68","68","249","92"
"40","68","87","213","78"
"41","68","37","152","17"
"42","68","134","194","81"
"43","68","153","180","78"
"44","68","158","185","83"
"45","68","134","194","81"
"46","68","142","1","100"
"47","68","103","240","72"
"48","68","101","238","70"
"49","68","87","202","45"
"50","68","246","72","204"
"51","68","87","147","34"
"52","68","15","42","196"
"53","68","188","204","102"
"54","68","65","81","235"
"55","68","40","67","221"
"56","68","1","61","204"
"57","68","10","92","224"
"58","68","241","89","232"
"59","68","12","116","3"
"60","68","43","147","34"
"61","68","62","166","53"
"62","68","133","204","102"
"63","68","219","23","177"
"64","68","4","31","185"
"65","68","119","135","33"
"66","68","161","210","141"
"67","68","224","28","182"
"68","68","185","190","44"
"69","68","73","246","67"
"70","68","152","204","215"
"71","68","184","104","93"
"72","68","226","69","58"
"73","68","234","245","11"
"74","68","228","217","16"
"75","68","61","61","39"
"76","68","157","201","47"
"77","68","61","127","75"
"78","68","16","148","132"
"79","68","123","10","162"
"80","68","51","205","112"
"81","68","126","24","143"
"82","68","112","10","129"
"83","68","84","238","112"
"84","68","126","24","143"
"85","68","101","255","118"
"86","68","84","238","112"
"87","68","126","24","143"
"88","68","101","255","118"
"89","68","95","249","112"
"90","68","115","13","132"
"91","68","101","255","118"
"92","68","95","249","112"
"93","68","115","13","132"
"94","68","101","255","118"
"95","68","95","249","112"
"96","68","115","13","132"
"97","68","101","255","118"
"98","68","95","249","112"
"99","68","115","13","132"
"0","69","101","255","118"
"1","69","95","249","112"
"2","69","115","13","132"
"3","69","101","255","118"
"4","69","95","249","112"
"5","69","115","13","132"
"6","69","101","255","118"
"7","69","95","249","112"
"8","69","115","13","132"
"9","69","101","255","118"
"10","69","95","249","112"
"11","69","115","13","132"
"12","69","101","255","118"
"13","69","95","249","112"
"14","69","115","13","132"
"15","69","101","244","140"
"16","69","40","227","134"
"17","69","82","247","132"
"18","69","68","222","118"
"19","69","84","216","112"
"20","69","93","247","132"
"21","69","156","32","250"
"22","69","106","216","65"
"23","69","34","133","92"
"24","69","215","3","94"
"25","69","19","30","198"
"26","69","61","72","6"
"27","69","58","102","91"
"28","69","85","239","250"
"29","69","232","251","72"
"30","69","106","246","122"
"31","69","89","105","3"
"32","69","54","202","67"
"33","69","197","133","9"
"34","69","180","94","237"
"35","69","189","103","246"
"36","69","131","45","166"
"37","69","103","17","138"
"38","69","112","48","147"
"39","69","98","23","122"
"40","69","158","50","160"
"41","69","134","249","114"
"42","69","219","23","144"
"43","69","191","218","116"
"44","69","200","227","125"
"45","69","120","180","67"
"46","69","169","28","149"
"47","69","178","37","136"
"48","69","197","56","155"
"49","69","12","94","204"
"50","69","208","12","155"
"51","69","15","42","196"
"52","69","218","234","132"
"53","69","194","210","108"
"54","69","106","122","20"
"55","69","89","105","3"
"56","69","21","48","202"
"57","69","18","78","221"
"58","69","56","127","25"
"59","69","109","213","100"
"60","69","117","221","108"
"61","69","111","215","102"
"62","69","175","246","144"
"63","69","205","9","163"
"64","69","53","80","245"
"65","69","172","177","97"
"66","69","180","207","116"
"67","69","39","55","187"
"68","69","15","232","53"
"69","69","224","97","141"
"70","69","110","118","118"
"71","69","182","80","80"
"72","69","157","223","223"
"73","69","195","195","217"
"74","69","193","193","171"
"75","69","201","212","124"
"76","69","168","223","226"
"77","69","93","181","30"
"78","69","101","244","162"
"79","69","117","15","112"
"80","69","93","247","132"
"81","69","145","43","162"
"82","69","139","37","156"
"83","69","126","24","143"
"84","69","112","10","129"
"85","69","95","249","112"
"86","69","104","2","132"
"87","69","90","244","118"
"88","69","95","249","112"
"89","69","115","13","132"
"90","69","101","255","118"
"91","69","95","249","112"
"92","69","115","13","132"
"93","69","101","255","118"
"94","69","95","249","112"
"95","69","115","13","132"
"96","69","101","255","118"
"97","69","95","249","112"
"98","69","115","13","132"
"99","69","101","255","118"
"0","70","95","249","112"
"1","70","115","13","132"
"2","70","101","255","118"
"3","70","95","249","112"
"4","70","115","13","132"
"5","70","101","255","118"
"6","70","95","249","112"
"7","70","115","13","132"
"8","70","101","255","118"
"9","70","95","249","112"
"10","70","115","13","132"
"11","70","101","255","118"
"12","70","95","249","112"
"13","70","115","13","132"
"14","70","101","255","118"
"15","70","95","249","112"
"16","70","93","35","165"
"17","70","134","43","162"
"18","70","106","4","112"
"19","70","181","79","165"
"20","70","101","255","118"
"21","70","73","216","134"
"22","70","82","225","231"
"23","70","21","131","236"
"24","70","245","55","25"
"25","70","61","94","163"
"26","70","124","135","69"
"27","70","52","63","85"
"28","70","39","138","193"
"29","70","116","69","146"
"30","70","141","215","47"
